name                                                                                             ,category ,location                  ,description                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,visitors ,image ,latitude ,longitude
Gereja Kathedral                                                                                 ,Bangunan ,Kota Bogor                ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-659.693 ,  106.793
Gereja Zeboath                                                                                   ,Bangunan ,Kota Bogor                ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-659.791 ,  106.794
Gedung SMA YZ-A2 Bogor                                                                           ,Bangunan ,Kota Bogor                ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-658.752 ,  106.784
Gedung SMP Negeri 2 Bogor                                                                        ,Bangunan ,Kota Bogor                ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-659.262 ,  106.793
Gedung SMA-SMP Negeri 1 Bogor                                                                    ,Bangunan ,Kota Bogor                ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-659.738 ,  106.793
Stasiun Kereta Api Bogor                                                                         ,Bangunan ,Kota Bogor                ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-659.433 ,  106.791
Rumah Sakit Salak                                                                                ,Bangunan ,Kota Bogor                ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-659.175 ,  106.797
Rumah Panti Asuhan Bina Harapan                                                                  ,Bangunan ,Kota Bogor                ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-65.905  ,  106.797
Hotel Salak                                                                                      ,Bangunan ,Kota Bogor                ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-659.465 ,  106.794
Observatorium Bosscha                                                                            ,Bangunan ,Kab. Bandung Barat        ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-682.451 ,  107.616
Gedung Karesidenan Cirebon                                                                       ,Bangunan ,Kota Cirebon              ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-670.806 ,  108.556
Gedung Balaikota Cirebon                                                                         ,Bangunan ,Kota Cirebon              ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-671.222 ,  108.562
Rumah Dinas Bupati Cirebon                                                                       ,Bangunan ,Kota Cirebon              ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-673.444 ,  108.566
Menara Air Perujakan                                                                             ,Struktur ,Kota Cirebon              ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-67.197  ,  108.56
Gedung SMP Negeri I Cirebon                                                                      ,Bangunan ,Kota Cirebon              ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-671.333 ,  108.565
Gedung SMP Negeri 14 Cirebon                                                                     ,Bangunan ,Kota Cirebon              ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-67.204  ,  108.571
Kantor PT. Pos Indonesia Cirebon                                                                 ,Bangunan ,Kota Cirebon              ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-671.965 ,  108.572
Petilasan Pangeran Drajad                                                                        ,Bangunan ,Kota Cirebon              ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-673.611 ,  108.572
Situs Makam Syekh Maghribi                                                                       ,Situs    ,Kota Cirebon              ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-672.275 ,  108.565
Situs Kejawanan                                                                                  ,Situs    ,Kota Cirebon              ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-673.487 ,  108.579
Petilasan Kalijaga                                                                               ,Situs    ,Kota Cirebon              ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-675.806 ,  108.552
Masjid Merah Panjunan                                                                            ,Bangunan ,Kota Cirebon              ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-671.753 ,  108.566
Gedung Bank Mandiri Cabang Cirebon                                                               ,Bangunan ,Kota Cirebon              ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-671.819 ,  108.57
Gedung PT. Cipta Niaga Cirebon                                                                   ,Bangunan ,Kota Cirebon              ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-67.202  ,  108.572
Gedung Bank Indonesia Cabang Cirebon                                                             ,Bangunan ,Kota Cirebon              ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-671.917 ,  108.572
Gedung PT. British American Tobaccos                                                             ,Bangunan ,Kota Cirebon              ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-671.909 ,  108.57
Gedung Bunder Kebumen                                                                            ,Bangunan ,Kota Cirebon              ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-672.023 ,  108.571
Gereja Kristen Pasundan Jemaat Cirebon                                                           ,Bangunan ,Kota Cirebon              ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-672.032 ,  108.572
Gereja Santo Yusuf Cirebon                                                                       ,Bangunan ,Kota Cirebon              ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-672.184 ,  108.572
Lembaga Pemasyarakatan Kelas I Cirebon                                                           ,Bangunan ,Kota Cirebon              ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-672.795 ,  108.558
Kompleks Gedung Pamitran                                                                         ,Bangunan ,Kota Cirebon              ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-67.135  ,  108.561
Rumah Sakit Umum Daerah Gunung Jati Cirebon                                                      ,Bangunan ,Kota Cirebon              ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-673.105 ,  108.556
Kelenteng Dewi Welas Asih                                                                        ,Bangunan ,Kota Cirebon              ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-671.791 ,  108.57
Kelenteng Talang (Soeh Boen Pang Gie Soe)                                                        ,Bangunan ,Kota Cirebon              ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-671.982 ,  108.569
Stasiun Kereta Api Kejaksan Cirebon                                                              ,Bangunan ,Kota Cirebon              ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-670.833 ,  108.559
Stasiun Kereta Api Perujakan                                                                     ,Bangunan ,Kota Cirebon              ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-672.111 ,  108.564
Kelenteng Pemancar Keselamatan                                                                   ,Bangunan ,Kota Cirebon              ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-670.639 ,  108.577
Gedung SMP Negeri 16 Cirebon                                                                     ,Bangunan ,Kota Cirebon              ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-672.053 ,  108.571
Situs Pedati Gede                                                                                ,Situs    ,Kota Cirebon              ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-671.818 ,  108.561
Makam Pangeran Sipat Lurung                                                                      ,Situs    ,Kota Cirebon              ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-6.735   ,  108.573
Rumah Dr. Toki Syamsudin                                                                         ,Bangunan ,Kab. Cianjur              ,-                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,       0 ,      ,-682.243 ,  107.143
